uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,3
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,5
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,9
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,13
RO,PNEUMONIA,DOMICILIO,"90 - 99",F,3
RO,PNEUMONIA,DOMICILIO,"90 - 99",M,2
RO,PNEUMONIA,HOSPITAL,"90 - 99",F,28
RO,PNEUMONIA,HOSPITAL,"90 - 99",M,28
RO,SEPTICEMIA,DOMICILIO,"90 - 99",F,1
RO,SEPTICEMIA,HOSPITAL,"90 - 99",F,19
RO,SEPTICEMIA,HOSPITAL,"90 - 99",M,11
RO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
RO,SRAG,HOSPITAL,"90 - 99",F,1
RO,SRAG,HOSPITAL,"90 - 99",M,1
RR,OUTRAS,DOMICILIO,"90 - 99",F,2
RR,OUTRAS,DOMICILIO,"90 - 99",M,1
RR,OUTRAS,HOSPITAL,"90 - 99",F,11
RR,OUTRAS,HOSPITAL,"90 - 99",M,7
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,2
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,2
RR,PNEUMONIA,HOSPITAL,"90 - 99",F,13
RR,PNEUMONIA,HOSPITAL,"90 - 99",M,5
RR,SEPTICEMIA,HOSPITAL,"90 - 99",F,3
RR,SEPTICEMIA,HOSPITAL,"90 - 99",M,3
RS,OUTRAS,DOMICILIO,"90 - 99",F,565
RS,OUTRAS,DOMICILIO,"90 - 99",M,262
RS,OUTRAS,HOSPITAL,"90 - 99",F,749
RS,OUTRAS,HOSPITAL,"90 - 99",M,397
RS,OUTRAS,IGNORADO,"90 - 99",F,5
RS,OUTRAS,IGNORADO,"90 - 99",M,2
RS,OUTRAS,OUTRO,"90 - 99",F,70
RS,OUTRAS,OUTRO,"90 - 99",M,24
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,138
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,35
RS,OUTRAS,VIA_PUBLICA,"90 - 99",F,2
RS,COVID,DOMICILIO,"90 - 99",M,1
RS,COVID,HOSPITAL,"90 - 99",F,19
RS,COVID,HOSPITAL,"90 - 99",M,8
RS,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
RS,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
RS,INDETERMINADA,DOMICILIO,"90 - 99",F,12
RS,INDETERMINADA,DOMICILIO,"90 - 99",M,7
RS,INDETERMINADA,HOSPITAL,"90 - 99",F,2
RS,INDETERMINADA,HOSPITAL,"90 - 99",M,4
RS,INDETERMINADA,OUTRO,"90 - 99",F,3
RS,INDETERMINADA,OUTRO,"90 - 99",M,2
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,50
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,21
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,188
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,90
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,3
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,26
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,6
RS,PNEUMONIA,DOMICILIO,"90 - 99",F,49
RS,PNEUMONIA,DOMICILIO,"90 - 99",M,30
RS,PNEUMONIA,HOSPITAL,"90 - 99",F,731
RS,PNEUMONIA,HOSPITAL,"90 - 99",M,435
RS,PNEUMONIA,IGNORADO,"90 - 99",F,2
RS,PNEUMONIA,IGNORADO,"90 - 99",M,1
RS,PNEUMONIA,OUTRO,"90 - 99",F,13
RS,PNEUMONIA,OUTRO,"90 - 99",M,8
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,54
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,24
RS,SEPTICEMIA,DOMICILIO,"90 - 99",F,13
RS,SEPTICEMIA,DOMICILIO,"90 - 99",M,5
RS,SEPTICEMIA,HOSPITAL,"90 - 99",F,475
RS,SEPTICEMIA,HOSPITAL,"90 - 99",M,183
RS,SEPTICEMIA,IGNORADO,"90 - 99",F,3
RS,SEPTICEMIA,IGNORADO,"90 - 99",M,2
RS,SEPTICEMIA,OUTRO,"90 - 99",F,4
RS,SEPTICEMIA,OUTRO,"90 - 99",M,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,32
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,12
RS,SRAG,HOSPITAL,"90 - 99",F,5
RS,SRAG,HOSPITAL,"90 - 99",M,2
RS,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
SC,OUTRAS,DOMICILIO,"90 - 99",F,296
SC,OUTRAS,DOMICILIO,"90 - 99",M,151
SC,OUTRAS,HOSPITAL,"90 - 99",F,309
SC,OUTRAS,HOSPITAL,"90 - 99",M,162
SC,OUTRAS,IGNORADO,"90 - 99",F,1
SC,OUTRAS,IGNORADO,"90 - 99",M,1
SC,OUTRAS,OUTRO,"90 - 99",F,29
SC,OUTRAS,OUTRO,"90 - 99",M,10
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,35
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,14
SC,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
SC,COVID,DOMICILIO,"90 - 99",M,1
SC,COVID,HOSPITAL,"90 - 99",F,5
SC,COVID,HOSPITAL,"90 - 99",M,5
SC,INDETERMINADA,DOMICILIO,"90 - 99",F,7
SC,INDETERMINADA,DOMICILIO,"90 - 99",M,6
SC,INDETERMINADA,HOSPITAL,"90 - 99",F,3
SC,INDETERMINADA,HOSPITAL,"90 - 99",M,4
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,30
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,10
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,84
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,55
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
SC,PNEUMONIA,DOMICILIO,"90 - 99",F,38
SC,PNEUMONIA,DOMICILIO,"90 - 99",M,35
SC,PNEUMONIA,HOSPITAL,"90 - 99",F,328
SC,PNEUMONIA,HOSPITAL,"90 - 99",M,202
SC,PNEUMONIA,OUTRO,"90 - 99",F,3
SC,PNEUMONIA,OUTRO,"90 - 99",M,3
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,14
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
SC,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,1
SC,PNEUMONIA,VIA_PUBLICA,"90 - 99",M,1
SC,SEPTICEMIA,DOMICILIO,"90 - 99",F,8
SC,SEPTICEMIA,DOMICILIO,"90 - 99",M,3
SC,SEPTICEMIA,HOSPITAL,"90 - 99",F,215
SC,SEPTICEMIA,HOSPITAL,"90 - 99",M,86
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,7
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
SC,SRAG,HOSPITAL,"90 - 99",F,2
SC,SRAG,HOSPITAL,"90 - 99",M,1
SE,OUTRAS,DOMICILIO,"90 - 99",F,62
SE,OUTRAS,DOMICILIO,"90 - 99",M,39
SE,OUTRAS,HOSPITAL,"90 - 99",F,81
SE,OUTRAS,HOSPITAL,"90 - 99",M,25
SE,OUTRAS,IGNORADO,"90 - 99",F,1
SE,OUTRAS,IGNORADO,"90 - 99",M,1
SE,OUTRAS,OUTRO,"90 - 99",F,3
SE,OUTRAS,OUTRO,"90 - 99",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,38
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,34
SE,COVID,HOSPITAL,"90 - 99",F,1
SE,COVID,HOSPITAL,"90 - 99",M,3
SE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
SE,INDETERMINADA,DOMICILIO,"90 - 99",F,1
SE,INDETERMINADA,HOSPITAL,"90 - 99",F,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,11
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,5
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,16
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,16
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,7
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
SE,PNEUMONIA,DOMICILIO,"90 - 99",F,4
SE,PNEUMONIA,DOMICILIO,"90 - 99",M,3
SE,PNEUMONIA,HOSPITAL,"90 - 99",F,92
SE,PNEUMONIA,HOSPITAL,"90 - 99",M,52
SE,PNEUMONIA,IGNORADO,"90 - 99",F,3
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
SE,SEPTICEMIA,DOMICILIO,"90 - 99",F,5
SE,SEPTICEMIA,DOMICILIO,"90 - 99",M,3
SE,SEPTICEMIA,HOSPITAL,"90 - 99",F,49
SE,SEPTICEMIA,HOSPITAL,"90 - 99",M,30
SE,SEPTICEMIA,IGNORADO,"90 - 99",F,1
SE,SEPTICEMIA,IGNORADO,"90 - 99",M,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
SE,SRAG,DOMICILIO,"90 - 99",M,1
SE,SRAG,HOSPITAL,"90 - 99",F,1
SE,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
SP,OUTRAS,DOMICILIO,"90 - 99",F,1561
SP,OUTRAS,DOMICILIO,"90 - 99",I,1
SP,OUTRAS,DOMICILIO,"90 - 99",M,751
SP,OUTRAS,HOSPITAL,"90 - 99",F,2659
SP,OUTRAS,HOSPITAL,"90 - 99",M,1304
SP,OUTRAS,IGNORADO,"90 - 99",F,41
SP,OUTRAS,IGNORADO,"90 - 99",I,355
SP,OUTRAS,IGNORADO,"90 - 99",M,13
SP,OUTRAS,OUTRO,"90 - 99",F,218
SP,OUTRAS,OUTRO,"90 - 99",M,64
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,315
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,129
SP,OUTRAS,POSTO_SAUDE,"90 - 99",F,6
SP,OUTRAS,POSTO_SAUDE,"90 - 99",M,2
SP,OUTRAS,VIA_PUBLICA,"90 - 99",F,8
SP,OUTRAS,VIA_PUBLICA,"90 - 99",M,4
SP,COVID,DOMICILIO,"90 - 99",F,4
SP,COVID,HOSPITAL,"90 - 99",F,100
SP,COVID,HOSPITAL,"90 - 99",M,67
SP,COVID,IGNORADO,"90 - 99",F,1
SP,COVID,OUTRO,"90 - 99",M,2
SP,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
SP,INDETERMINADA,DOMICILIO,"90 - 99",F,19
SP,INDETERMINADA,DOMICILIO,"90 - 99",M,19
SP,INDETERMINADA,HOSPITAL,"90 - 99",F,6
SP,INDETERMINADA,HOSPITAL,"90 - 99",M,5
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,123
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,73
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,559
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,294
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,10
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,24
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,14
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,64
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,34
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"90 - 99",F,3
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"90 - 99",M,4
SP,PNEUMONIA,DOMICILIO,"90 - 99",F,295
SP,PNEUMONIA,DOMICILIO,"90 - 99",M,198
SP,PNEUMONIA,HOSPITAL,"90 - 99",F,3250
SP,PNEUMONIA,HOSPITAL,"90 - 99",I,1
SP,PNEUMONIA,HOSPITAL,"90 - 99",M,1822
SP,PNEUMONIA,IGNORADO,"90 - 99",F,17
SP,PNEUMONIA,IGNORADO,"90 - 99",M,18
SP,PNEUMONIA,OUTRO,"90 - 99",F,64
SP,PNEUMONIA,OUTRO,"90 - 99",M,30
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,200
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,113
SP,PNEUMONIA,POSTO_SAUDE,"90 - 99",F,2
SP,PNEUMONIA,POSTO_SAUDE,"90 - 99",M,3
SP,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,1
SP,SEPTICEMIA,DOMICILIO,"90 - 99",F,86
SP,SEPTICEMIA,DOMICILIO,"90 - 99",M,40
SP,SEPTICEMIA,HOSPITAL,"90 - 99",F,1719
SP,SEPTICEMIA,HOSPITAL,"90 - 99",M,801
SP,SEPTICEMIA,IGNORADO,"90 - 99",F,14
SP,SEPTICEMIA,IGNORADO,"90 - 99",M,4
SP,SEPTICEMIA,OUTRO,"90 - 99",F,22
SP,SEPTICEMIA,OUTRO,"90 - 99",M,11
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,108
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,40
SP,SEPTICEMIA,POSTO_SAUDE,"90 - 99",F,5
SP,SEPTICEMIA,POSTO_SAUDE,"90 - 99",M,1
SP,SEPTICEMIA,VIA_PUBLICA,"90 - 99",M,1
SP,SRAG,HOSPITAL,"90 - 99",F,23
SP,SRAG,HOSPITAL,"90 - 99",M,8
SP,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
TO,OUTRAS,DOMICILIO,"90 - 99",F,24
TO,OUTRAS,DOMICILIO,"90 - 99",M,26
TO,OUTRAS,HOSPITAL,"90 - 99",F,31
TO,OUTRAS,HOSPITAL,"90 - 99",M,19
TO,OUTRAS,IGNORADO,"90 - 99",M,2
TO,OUTRAS,OUTRO,"90 - 99",F,2
TO,OUTRAS,OUTRO,"90 - 99",M,2
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
TO,OUTRAS,POSTO_SAUDE,"90 - 99",F,1
TO,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
TO,COVID,HOSPITAL,"90 - 99",F,2
TO,COVID,HOSPITAL,"90 - 99",M,2
TO,INDETERMINADA,DOMICILIO,"90 - 99",F,1
TO,INDETERMINADA,DOMICILIO,"90 - 99",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,8
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,8
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,9
TO,PNEUMONIA,DOMICILIO,"90 - 99",F,3
TO,PNEUMONIA,DOMICILIO,"90 - 99",M,9
TO,PNEUMONIA,HOSPITAL,"90 - 99",F,37
TO,PNEUMONIA,HOSPITAL,"90 - 99",M,32
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
TO,SEPTICEMIA,DOMICILIO,"90 - 99",F,1
TO,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
TO,SEPTICEMIA,HOSPITAL,"90 - 99",F,17
TO,SEPTICEMIA,HOSPITAL,"90 - 99",M,11
AC,OUTRAS,DOMICILIO,"> 100",M,8
AC,OUTRAS,HOSPITAL,"> 100",F,3
AC,OUTRAS,OUTRO,"> 100",F,1
AC,COVID,HOSPITAL,"> 100",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",M,1
AC,PNEUMONIA,HOSPITAL,"> 100",F,2
AC,PNEUMONIA,HOSPITAL,"> 100",M,1
AC,SEPTICEMIA,HOSPITAL,"> 100",F,1
AL,OUTRAS,DOMICILIO,"> 100",F,17
AL,OUTRAS,DOMICILIO,"> 100",M,13
AL,OUTRAS,HOSPITAL,"> 100",F,10
AL,OUTRAS,HOSPITAL,"> 100",M,3
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",F,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",F,5
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",M,2
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",M,2
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"> 100",M,1
AL,PNEUMONIA,DOMICILIO,"> 100",F,4
AL,PNEUMONIA,DOMICILIO,"> 100",M,2
AL,PNEUMONIA,HOSPITAL,"> 100",F,12
AL,PNEUMONIA,HOSPITAL,"> 100",M,6
AL,SEPTICEMIA,DOMICILIO,"> 100",M,1
AL,SEPTICEMIA,HOSPITAL,"> 100",F,6
AL,SEPTICEMIA,HOSPITAL,"> 100",M,2
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"> 100",F,1
AM,OUTRAS,DOMICILIO,"> 100",F,26
AM,OUTRAS,DOMICILIO,"> 100",M,9
AM,OUTRAS,HOSPITAL,"> 100",F,4
AM,OUTRAS,HOSPITAL,"> 100",M,2
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",M,1
AM,PNEUMONIA,HOSPITAL,"> 100",F,6
AM,PNEUMONIA,HOSPITAL,"> 100",M,2
AM,SEPTICEMIA,HOSPITAL,"> 100",F,2
AM,SRAG,DOMICILIO,"> 100",F,1
AP,OUTRAS,DOMICILIO,"> 100",F,4
AP,PNEUMONIA,HOSPITAL,"> 100",F,1
AP,PNEUMONIA,HOSPITAL,"> 100",M,1
AP,SEPTICEMIA,HOSPITAL,"> 100",F,1
BA,OUTRAS,DOMICILIO,"> 100",F,183
BA,OUTRAS,DOMICILIO,"> 100",M,90
BA,OUTRAS,HOSPITAL,"> 100",F,61
BA,OUTRAS,HOSPITAL,"> 100",M,39
BA,OUTRAS,IGNORADO,"> 100",F,4
BA,OUTRAS,OUTRO,"> 100",F,8
BA,OUTRAS,OUTRO,"> 100",M,1
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",F,10
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",M,5
BA,COVID,HOSPITAL,"> 100",F,1
BA,COVID,HOSPITAL,"> 100",M,1
BA,INDETERMINADA,DOMICILIO,"> 100",F,1
BA,INDETERMINADA,DOMICILIO,"> 100",M,3
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",F,18
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",M,9
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",F,15
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",M,13
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"> 100",F,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"> 100",F,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"> 100",M,1
BA,PNEUMONIA,DOMICILIO,"> 100",F,10
BA,PNEUMONIA,DOMICILIO,"> 100",M,5
BA,PNEUMONIA,HOSPITAL,"> 100",F,50
BA,PNEUMONIA,HOSPITAL,"> 100",M,22
BA,PNEUMONIA,OUTRO,"> 100",F,1
BA,PNEUMONIA,OUTRO,"> 100",M,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"> 100",F,3
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"> 100",M,3
BA,SEPTICEMIA,DOMICILIO,"> 100",F,8
BA,SEPTICEMIA,DOMICILIO,"> 100",M,3
BA,SEPTICEMIA,HOSPITAL,"> 100",F,29
BA,SEPTICEMIA,HOSPITAL,"> 100",M,13
BA,SEPTICEMIA,OUTRO,"> 100",M,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"> 100",F,2
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"> 100",M,1
BA,SRAG,HOSPITAL,"> 100",M,1
CE,OUTRAS,DOMICILIO,"> 100",F,95
CE,OUTRAS,DOMICILIO,"> 100",M,51
CE,OUTRAS,HOSPITAL,"> 100",F,14
CE,OUTRAS,HOSPITAL,"> 100",M,16
CE,OUTRAS,IGNORADO,"> 100",F,1
CE,OUTRAS,OUTRO,"> 100",F,3
CE,OUTRAS,OUTRO,"> 100",M,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",M,2
CE,COVID,HOSPITAL,"> 100",M,1
CE,INDETERMINADA,DOMICILIO,"> 100",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",F,10
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",M,6
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",F,6
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",M,7
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"> 100",F,2
CE,PNEUMONIA,DOMICILIO,"> 100",F,30
CE,PNEUMONIA,DOMICILIO,"> 100",M,9
CE,PNEUMONIA,HOSPITAL,"> 100",F,56
CE,PNEUMONIA,HOSPITAL,"> 100",M,35
CE,PNEUMONIA,IGNORADO,"> 100",M,1
CE,PNEUMONIA,OUTRO,"> 100",F,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"> 100",F,3
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"> 100",M,2
CE,SEPTICEMIA,DOMICILIO,"> 100",F,4
CE,SEPTICEMIA,DOMICILIO,"> 100",M,6
CE,SEPTICEMIA,HOSPITAL,"> 100",F,12
CE,SEPTICEMIA,HOSPITAL,"> 100",M,9
CE,SEPTICEMIA,OUTRO,"> 100",F,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"> 100",F,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"> 100",M,2
DF,OUTRAS,DOMICILIO,"> 100",F,10
DF,OUTRAS,DOMICILIO,"> 100",M,2
DF,OUTRAS,HOSPITAL,"> 100",F,14
DF,OUTRAS,HOSPITAL,"> 100",M,5
DF,OUTRAS,OUTRO,"> 100",F,3
DF,OUTRAS,OUTRO,"> 100",M,2
DF,OUTRAS,VIA_PUBLICA,"> 100",M,1
DF,COVID,HOSPITAL,"> 100",M,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",F,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",F,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",M,1
DF,PNEUMONIA,DOMICILIO,"> 100",F,5
DF,PNEUMONIA,HOSPITAL,"> 100",F,13
DF,PNEUMONIA,HOSPITAL,"> 100",M,8
DF,PNEUMONIA,OUTRO,"> 100",F,1
DF,PNEUMONIA,OUTRO,"> 100",M,1
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"> 100",M,1
DF,SEPTICEMIA,DOMICILIO,"> 100",F,1
DF,SEPTICEMIA,HOSPITAL,"> 100",F,4
DF,SEPTICEMIA,HOSPITAL,"> 100",M,4
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"> 100",F,1
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"> 100",M,1
ES,OUTRAS,DOMICILIO,"> 100",F,22
ES,OUTRAS,DOMICILIO,"> 100",M,8
ES,OUTRAS,HOSPITAL,"> 100",F,26
ES,OUTRAS,HOSPITAL,"> 100",M,10
ES,OUTRAS,OUTRO,"> 100",M,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",F,4
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",F,2
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",M,2
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",F,3
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"> 100",F,1
ES,PNEUMONIA,DOMICILIO,"> 100",F,5
ES,PNEUMONIA,DOMICILIO,"> 100",M,2
ES,PNEUMONIA,HOSPITAL,"> 100",F,14
ES,PNEUMONIA,HOSPITAL,"> 100",M,19
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"> 100",F,2
ES,SEPTICEMIA,DOMICILIO,"> 100",F,4
ES,SEPTICEMIA,DOMICILIO,"> 100",M,1
ES,SEPTICEMIA,HOSPITAL,"> 100",F,11
ES,SEPTICEMIA,HOSPITAL,"> 100",M,5
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"> 100",F,1
GO,OUTRAS,DOMICILIO,"> 100",F,16
GO,OUTRAS,DOMICILIO,"> 100",M,13
GO,OUTRAS,HOSPITAL,"> 100",F,16
GO,OUTRAS,HOSPITAL,"> 100",M,14
GO,OUTRAS,IGNORADO,"> 100",M,1
GO,OUTRAS,OUTRO,"> 100",F,13
GO,OUTRAS,OUTRO,"> 100",M,3
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",F,3
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",M,2
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",F,5
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",M,2
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",F,3
